stats_id,user_id,account_id,month_start_date,total_amount,total_transactions,total_spend,total_receive,avg_transaction_value,largest,largest_abs,spending_by_category
stats_1060,USR534tr,CUST_0053,2024-01-01,212.07,3,0.0,212.07,70.69,172.67,172.67,"{""Personal Hygiene"": 1, ""Gifts"": 1, ""Fitness"": 1}"
stats_1061,USR534tr,CUST_0053,2024-02-01,164.15,2,0.0,164.15,82.08,104.26,104.26,"{""Medical/Dental"": 1, ""Subscriptions"": 1}"
stats_1062,USR534tr,CUST_0053,2024-03-01,361.1,3,0.0,361.1,120.37,218.77,218.77,"{""Hobbies"": 2, ""Food"": 1}"
stats_1063,USR534tr,CUST_0053,2024-05-01,120.95,4,0.0,120.95,30.24,70.57,70.57,"{""Hobbies"": 1, ""Food"": 1, ""Personal Hygiene"": 1, ""Subscriptions"": 1}"
stats_1064,USR534tr,CUST_0053,2024-06-01,23.14,1,0.0,23.14,23.14,23.14,23.14,"{""Groceries"": 1}"
stats_1065,USR534tr,CUST_0053,2024-07-01,278.83,3,0.0,278.83,92.94,204.63,204.63,"{""Personal Hygiene"": 1, ""Fitness"": 1, ""Food"": 1}"
stats_1066,USR534tr,CUST_0053,2024-08-01,71.6,1,0.0,71.6,71.6,71.6,71.6,"{""Hobbies"": 1}"
stats_1067,USR534tr,CUST_0053,2024-09-01,127.73,1,0.0,127.73,127.73,127.73,127.73,"{""Fitness"": 1}"
stats_1068,USR534tr,CUST_0053,2024-10-01,60.32,1,0.0,60.32,60.32,60.32,60.32,"{""Transportation"": 1}"
stats_1069,USR534tr,CUST_0053,2024-11-01,36.95,2,0.0,36.95,18.48,31.02,31.02,"{""Subscriptions"": 1, ""Groceries"": 1}"
stats_1070,USR534tr,CUST_0053,2024-12-01,855.45,1,0.0,855.45,855.45,855.45,855.45,"{""Housing and Utilities"": 1}"
stats_1071,USR534tr,CUST_0053,2025-01-01,3665.98,2,0.0,3665.98,1832.99,2652.1,2652.1,"{""Personal Hygiene"": 1, ""Travel"": 1}"
stats_1072,USR139BK,CUST_0027,2023-01-01,91.71,1,0.0,91.71,91.71,91.71,91.71,"{""Hobbies"": 1}"
stats_1073,USR139BK,CUST_0027,2023-02-01,405.34,2,0.0,405.34,202.67,310.57,310.57,"{""Medical/Dental"": 1, ""Housing and Utilities"": 1}"
stats_1074,USR139BK,CUST_0027,2023-03-01,100056.35,1,0.0,100056.35,100056.35,100056.35,100056.35,"{""Shopping"": 1}"
stats_1075,USR139BK,CUST_0027,2023-04-01,675.25,1,0.0,675.25,675.25,675.25,675.25,"{""Transportation"": 1}"
stats_1076,USR139BK,CUST_0027,2023-06-01,345.25,2,0.0,345.25,172.62,318.92,318.92,"{""Groceries"": 1, ""Transportation"": 1}"
stats_1077,USR139BK,CUST_0027,2023-07-01,135.53,2,0.0,135.53,67.76,95.65,95.65,"{""Hobbies"": 1, ""Housing and Utilities"": 1}"
stats_1078,USR139BK,CUST_0027,2023-08-01,1244.35,2,0.0,1244.35,622.17,969.48,969.48,"{""Food"": 1, ""Fitness"": 1}"
stats_1079,USR139BK,CUST_0027,2023-09-01,525.02,3,0.0,525.02,175.01,434.17,434.17,"{""Groceries"": 1, ""Shopping"": 1, ""Gifts"": 1}"
stats_1080,USR139BK,CUST_0027,2023-10-01,224.42,3,0.0,224.42,74.81,171.92,171.92,"{""Gifts"": 1, ""Groceries"": 1, ""Food"": 1}"
stats_1081,USR139BK,CUST_0027,2023-11-01,677.44,3,0.0,677.44,225.81,383.67,383.67,"{""Gifts"": 2, ""Medical/Dental"": 1}"
stats_1082,USR139BK,CUST_0027,2023-12-01,171.74,1,0.0,171.74,171.74,171.74,171.74,"{""Housing and Utilities"": 1}"
stats_1083,USR139BK,CUST_0027,2024-01-01,208.18,3,0.0,208.18,69.39,199.45,199.45,"{""Food"": 2, ""Gifts"": 1}"
stats_1084,USR139BK,CUST_0027,2024-02-01,88658.25,2,0.0,88658.25,44329.12,88639.7,88639.7,"{""Subscriptions"": 1, ""Shopping"": 1}"
stats_1085,USR139BK,CUST_0027,2024-03-01,817.25,5,0.0,817.25,163.45,280.41,280.41,"{""Gifts"": 1, ""Fitness"": 1, ""Hobbies"": 1, ""Housing and Utilities"": 1, ""Food"": 1}"
stats_1086,USR139BK,CUST_0027,2024-04-01,32.65,1,0.0,32.65,32.65,32.65,32.65,"{""Shopping"": 1}"
stats_1087,USR139BK,CUST_0027,2024-05-01,741.39,4,0.0,741.39,185.35,466.47,466.47,"{""Transportation"": 2, ""Gifts"": 1, ""Medical/Dental"": 1}"
stats_1088,USR139BK,CUST_0027,2024-06-01,134.57,2,0.0,134.57,67.28,68.1,68.1,"{""Friend Activities"": 2}"
stats_1089,USR139BK,CUST_0027,2024-07-01,7.28,1,0.0,7.28,7.28,7.28,7.28,"{""Transportation"": 1}"
stats_1090,USR139BK,CUST_0027,2024-08-01,513.96,4,0.0,513.96,128.49,425.16,425.16,"{""Travel"": 3, ""Subscriptions"": 1}"
stats_1091,USR139BK,CUST_0027,2024-09-01,305.56,4,0.0,305.56,76.39,208.48,208.48,"{""Hobbies"": 1, ""Personal Hygiene"": 1, ""Gifts"": 1, ""Subscriptions"": 1}"
stats_1092,USR139BK,CUST_0027,2024-10-01,1241.11,4,0.0,1241.11,310.28,631.79,631.79,"{""Housing and Utilities"": 1, ""Medical/Dental"": 1, ""Travel"": 1, ""Friend Activities"": 1}"
stats_1093,USR139BK,CUST_0027,2024-11-01,174.1,1,0.0,174.1,174.1,174.1,174.1,"{""Gifts"": 1}"
stats_1094,USR139BK,CUST_0027,2024-12-01,5713.78,5,0.0,5713.78,1142.76,4845.64,4845.64,"{""Hobbies"": 1, ""Transportation"": 1, ""Gifts"": 1, ""Housing and Utilities"": 1, ""Personal Hygiene"": 1}"
stats_1095,USR465GL,CUST_0063,2023-01-01,4656.64,3,0.0,4656.64,1552.21,3993.48,3993.48,"{""Medical/Dental"": 1, ""Transportation"": 1, ""Personal Hygiene"": 1}"
stats_1096,USR465GL,CUST_0063,2023-02-01,1127.37,2,0.0,1127.37,563.68,569.81,569.81,"{""Transportation"": 1, ""Medical/Dental"": 1}"
stats_1097,USR465GL,CUST_0063,2023-03-01,132.03,3,0.0,132.03,44.01,85.94,85.94,"{""Housing and Utilities"": 1, ""Hobbies"": 1, ""Transportation"": 1}"
stats_1098,USR465GL,CUST_0063,2023-04-01,1506.89,2,0.0,1506.89,753.44,1442.39,1442.39,"{""Housing and Utilities"": 1, ""Hobbies"": 1}"
stats_1099,USR465GL,CUST_0063,2023-05-01,3.41,1,0.0,3.41,3.41,3.41,3.41,"{""Transportation"": 1}"
stats_1100,USR465GL,CUST_0063,2023-06-01,186.56,1,0.0,186.56,186.56,186.56,186.56,"{""Medical/Dental"": 1}"
stats_1101,USR465GL,CUST_0063,2023-07-01,125.42,3,0.0,125.42,41.81,61.06,61.06,"{""Personal Hygiene"": 1, ""Fitness"": 1, ""Subscriptions"": 1}"
stats_1102,USR465GL,CUST_0063,2023-08-01,57.96,2,0.0,57.96,28.98,29.51,29.51,"{""Housing and Utilities"": 1, ""Friend Activities"": 1}"
stats_1103,USR465GL,CUST_0063,2023-09-01,72.95,1,0.0,72.95,72.95,72.95,72.95,"{""Fitness"": 1}"
stats_1104,USR465GL,CUST_0063,2023-10-01,1064.0,3,0.0,1064.0,354.67,456.4,456.4,"{""Fitness"": 2, ""Transportation"": 1}"
stats_1105,USR465GL,CUST_0063,2023-11-01,92.35,2,0.0,92.35,46.18,57.92,57.92,"{""Friend Activities"": 1, ""Shopping"": 1}"
stats_1106,USR465GL,CUST_0063,2023-12-01,235.53,3,0.0,235.53,78.51,224.17,224.17,"{""Subscriptions"": 1, ""Transportation"": 1, ""Medical/Dental"": 1}"
stats_1107,USR465GL,CUST_0063,2024-01-01,1139.99,2,0.0,1139.99,570.0,889.21,889.21,"{""Shopping"": 1, ""Fitness"": 1}"
stats_1108,USR465GL,CUST_0063,2024-02-01,1413.79,3,0.0,1413.79,471.26,1392.06,1392.06,"{""Personal Hygiene"": 1, ""Housing and Utilities"": 1, ""Groceries"": 1}"
stats_1109,USR465GL,CUST_0063,2024-03-01,328.59,4,0.0,328.59,82.15,205.39,205.39,"{""Personal Hygiene"": 1, ""Friend Activities"": 1, ""Transportation"": 1, ""Travel"": 1}"
stats_1110,USR465GL,CUST_0063,2024-04-01,360.43,2,0.0,360.43,180.22,278.89,278.89,"{""Medical/Dental"": 1, ""Transportation"": 1}"
stats_1111,USR465GL,CUST_0063,2024-05-01,17.11,1,0.0,17.11,17.11,17.11,17.11,"{""Groceries"": 1}"
stats_1112,USR465GL,CUST_0063,2024-06-01,36.12,1,0.0,36.12,36.12,36.12,36.12,"{""Friend Activities"": 1}"
stats_1113,USR465GL,CUST_0063,2024-07-01,46.61,1,0.0,46.61,46.61,46.61,46.61,"{""Subscriptions"": 1}"
stats_1114,USR465GL,CUST_0063,2024-08-01,8877.68,2,0.0,8877.68,4438.84,5011.25,5011.25,"{""Housing and Utilities"": 1, ""Personal Hygiene"": 1}"
stats_1115,USR465GL,CUST_0063,2024-09-01,36.04,3,0.0,36.04,12.01,14.43,14.43,"{""Subscriptions"": 2, ""Food"": 1}"
stats_1116,USR465GL,CUST_0063,2024-10-01,487.73,1,0.0,487.73,487.73,487.73,487.73,"{""Fitness"": 1}"
stats_1117,USR465GL,CUST_0063,2024-11-01,377.07,5,0.0,377.07,75.41,160.68,160.68,"{""Medical/Dental"": 1, ""Food"": 1, ""Shopping"": 1, ""Groceries"": 1, ""Hobbies"": 1}"
stats_1118,USR465GL,CUST_0063,2024-12-01,508.35,4,0.0,508.35,127.09,424.38,424.38,"{""Food"": 1, ""Transportation"": 1, ""Subscriptions"": 1, ""Travel"": 1}"
stats_1119,USR465GL,CUST_0063,2025-01-01,111.29,2,0.0,111.29,55.64,63.72,63.72,"{""Shopping"": 1, ""Transportation"": 1}"
stats_1120,USR628KZ,CUST_0132,2023-01-01,4596.37,1,0.0,4596.37,4596.37,4596.37,4596.37,"{""Housing and Utilities"": 1}"
stats_1121,USR628KZ,CUST_0132,2023-02-01,180.61,1,0.0,180.61,180.61,180.61,180.61,"{""Housing and Utilities"": 1}"
stats_1122,USR628KZ,CUST_0132,2023-03-01,18.21,1,0.0,18.21,18.21,18.21,18.21,"{""Groceries"": 1}"
stats_1123,USR628KZ,CUST_0132,2023-04-01,172.81,4,0.0,172.81,43.2,60.08,60.08,"{""Travel"": 2, ""Housing and Utilities"": 1, ""Personal Hygiene"": 1}"
stats_1124,USR628KZ,CUST_0132,2023-05-01,319.57,2,0.0,319.57,159.78,297.28,297.28,"{""Hobbies"": 2}"
stats_1125,USR628KZ,CUST_0132,2023-06-01,631.95,4,0.0,631.95,157.99,317.2,317.2,"{""Personal Hygiene"": 2, ""Subscriptions"": 1, ""Hobbies"": 1}"
stats_1126,USR628KZ,CUST_0132,2023-07-01,88.9,3,0.0,88.9,29.63,57.67,57.67,"{""Personal Hygiene"": 1, ""Food"": 1, ""Groceries"": 1}"
stats_1127,USR628KZ,CUST_0132,2023-08-01,169.65,2,0.0,169.65,84.82,108.05,108.05,"{""Subscriptions"": 1, ""Friend Activities"": 1}"
stats_1128,USR628KZ,CUST_0132,2023-09-01,1380.97,4,0.0,1380.97,345.24,1068.11,1068.11,"{""Fitness"": 1, ""Hobbies"": 1, ""Gifts"": 1, ""Travel"": 1}"
stats_1129,USR628KZ,CUST_0132,2023-10-01,2493.51,3,0.0,2493.51,831.17,2409.12,2409.12,"{""Transportation"": 1, ""Shopping"": 1, ""Personal Hygiene"": 1}"
stats_1130,USR628KZ,CUST_0132,2023-12-01,58.47,2,0.0,58.47,29.24,33.32,33.32,"{""Fitness"": 1, ""Gifts"": 1}"
stats_1131,USR628KZ,CUST_0132,2024-01-01,578.9,3,0.0,578.9,192.97,385.62,385.62,"{""Shopping"": 1, ""Travel"": 1, ""Groceries"": 1}"
stats_1132,USR628KZ,CUST_0132,2024-02-01,76.24,1,0.0,76.24,76.24,76.24,76.24,"{""Transportation"": 1}"
stats_1133,USR628KZ,CUST_0132,2024-04-01,150.99,1,0.0,150.99,150.99,150.99,150.99,"{""Shopping"": 1}"
stats_1134,USR628KZ,CUST_0132,2024-05-01,522.85,3,0.0,522.85,174.28,232.51,232.51,"{""Housing and Utilities"": 1, ""Medical/Dental"": 1, ""Hobbies"": 1}"
stats_1135,USR628KZ,CUST_0132,2024-06-01,189.44,2,0.0,189.44,94.72,176.82,176.82,"{""Subscriptions"": 1, ""Medical/Dental"": 1}"
stats_1136,USR628KZ,CUST_0132,2024-08-01,672.38,1,0.0,672.38,672.38,672.38,672.38,"{""Travel"": 1}"
stats_1137,USR628KZ,CUST_0132,2024-09-01,1325.46,3,0.0,1325.46,441.82,937.83,937.83,"{""Medical/Dental"": 1, ""Food"": 1, ""Fitness"": 1}"
stats_1138,USR628KZ,CUST_0132,2024-11-01,337.0,2,0.0,337.0,168.5,169.89,169.89,"{""Housing and Utilities"": 2}"
stats_1139,USR628KZ,CUST_0132,2024-12-01,454.39,3,0.0,454.39,151.46,329.62,329.62,"{""Travel"": 1, ""Subscriptions"": 1, ""Fitness"": 1}"
stats_1140,USR726Lh,CUST_0022,2023-01-01,463.27,5,0.0,463.27,92.65,403.58,403.58,"{""Subscriptions"": 1, ""Personal Hygiene"": 1, ""Travel"": 1, ""Fitness"": 1, ""Groceries"": 1}"
stats_1141,USR726Lh,CUST_0022,2023-02-01,373.41,2,0.0,373.41,186.7,188.9,188.9,"{""Medical/Dental"": 1, ""Fitness"": 1}"
stats_1142,USR726Lh,CUST_0022,2023-03-01,190.27,1,0.0,190.27,190.27,190.27,190.27,"{""Food"": 1}"
stats_1143,USR726Lh,CUST_0022,2023-04-01,1950.81,3,0.0,1950.81,650.27,1487.04,1487.04,"{""Shopping"": 1, ""Friend Activities"": 1, ""Fitness"": 1}"
stats_1144,USR726Lh,CUST_0022,2023-05-01,342.28,2,0.0,342.28,171.14,176.11,176.11,"{""Medical/Dental"": 2}"
stats_1145,USR726Lh,CUST_0022,2023-06-01,291.69,2,0.0,291.69,145.84,222.02,222.02,"{""Gifts"": 1, ""Housing and Utilities"": 1}"
stats_1146,USR726Lh,CUST_0022,2023-07-01,697.64,6,0.0,697.64,116.27,405.76,405.76,"{""Medical/Dental"": 1, ""Hobbies"": 1, ""Friend Activities"": 1, ""Personal Hygiene"": 1, ""Food"": 1, ""Subscriptions"": 1}"
stats_1147,USR726Lh,CUST_0022,2023-08-01,38.0,1,0.0,38.0,38.0,38.0,38.0,"{""Groceries"": 1}"
stats_1148,USR726Lh,CUST_0022,2023-10-01,338.74,1,0.0,338.74,338.74,338.74,338.74,"{""Food"": 1}"
stats_1149,USR726Lh,CUST_0022,2023-11-01,122.07,2,0.0,122.07,61.04,115.84,115.84,"{""Personal Hygiene"": 1, ""Hobbies"": 1}"
stats_1150,USR726Lh,CUST_0022,2023-12-01,1415.62,5,0.0,1415.62,283.12,909.95,909.95,"{""Shopping"": 2, ""Gifts"": 1, ""Fitness"": 1, ""Personal Hygiene"": 1}"
stats_1151,USR726Lh,CUST_0022,2024-01-01,305.77,2,0.0,305.77,152.88,275.65,275.65,"{""Gifts"": 1, ""Friend Activities"": 1}"
stats_1152,USR726Lh,CUST_0022,2024-02-01,1135.46,3,0.0,1135.46,378.49,669.39,669.39,"{""Medical/Dental"": 2, ""Shopping"": 1}"
stats_1153,USR726Lh,CUST_0022,2024-03-01,38.58,1,0.0,38.58,38.58,38.58,38.58,"{""Travel"": 1}"
stats_1154,USR726Lh,CUST_0022,2024-04-01,483.73,4,0.0,483.73,120.93,298.66,298.66,"{""Gifts"": 2, ""Groceries"": 1, ""Transportation"": 1}"
stats_1155,USR726Lh,CUST_0022,2024-05-01,494.06,3,0.0,494.06,164.69,352.02,352.02,"{""Friend Activities"": 1, ""Gifts"": 1, ""Groceries"": 1}"
stats_1156,USR726Lh,CUST_0022,2024-06-01,111.59,1,0.0,111.59,111.59,111.59,111.59,"{""Medical/Dental"": 1}"
stats_1157,USR726Lh,CUST_0022,2024-07-01,93.31,2,0.0,93.31,46.66,49.72,49.72,"{""Friend Activities"": 1, ""Gifts"": 1}"
stats_1158,USR726Lh,CUST_0022,2024-08-01,646.64,2,0.0,646.64,323.32,576.82,576.82,"{""Transportation"": 1, ""Personal Hygiene"": 1}"
stats_1159,USR726Lh,CUST_0022,2024-09-01,71.51,2,0.0,71.51,35.76,60.37,60.37,"{""Hobbies"": 1, ""Subscriptions"": 1}"
stats_1160,USR726Lh,CUST_0022,2024-10-01,80.61,1,0.0,80.61,80.61,80.61,80.61,"{""Medical/Dental"": 1}"
stats_1161,USR726Lh,CUST_0022,2024-11-01,700.74,2,0.0,700.74,350.37,669.82,669.82,"{""Gifts"": 1, ""Travel"": 1}"
stats_1162,USR726Lh,CUST_0022,2024-12-01,841.44,2,0.0,841.44,420.72,796.62,796.62,"{""Gifts"": 1, ""Friend Activities"": 1}"
stats_1163,USR423EB,CUST_0182,2023-01-01,8.47,2,0.0,8.47,4.24,5.35,5.35,"{""Personal Hygiene"": 1, ""Groceries"": 1}"
stats_1164,USR423EB,CUST_0182,2023-02-01,56.57,1,0.0,56.57,56.57,56.57,56.57,"{""Subscriptions"": 1}"
stats_1165,USR423EB,CUST_0182,2023-03-01,5646.34,4,0.0,5646.34,1411.58,5585.66,5585.66,"{""Subscriptions"": 1, ""Groceries"": 1, ""Housing and Utilities"": 1, ""Food"": 1}"
stats_1166,USR423EB,CUST_0182,2023-04-01,6.19,1,0.0,6.19,6.19,6.19,6.19,"{""Subscriptions"": 1}"
stats_1167,USR423EB,CUST_0182,2023-05-01,75.63,2,0.0,75.63,37.82,42.21,42.21,"{""Gifts"": 1, ""Housing and Utilities"": 1}"
stats_1168,USR423EB,CUST_0182,2023-06-01,2376.48,2,0.0,2376.48,1188.24,1672.45,1672.45,"{""Gifts"": 1, ""Shopping"": 1}"
stats_1169,USR423EB,CUST_0182,2023-07-01,298.93,3,0.0,298.93,99.64,187.13,187.13,"{""Housing and Utilities"": 1, ""Food"": 1, ""Hobbies"": 1}"
stats_1170,USR423EB,CUST_0182,2023-08-01,688.11,1,0.0,688.11,688.11,688.11,688.11,"{""Shopping"": 1}"
stats_1171,USR423EB,CUST_0182,2023-09-01,111.67,2,0.0,111.67,55.84,66.36,66.36,"{""Fitness"": 1, ""Hobbies"": 1}"
stats_1172,USR423EB,CUST_0182,2023-11-01,370.98,1,0.0,370.98,370.98,370.98,370.98,"{""Travel"": 1}"
stats_1173,USR423EB,CUST_0182,2023-12-01,482.32,1,0.0,482.32,482.32,482.32,482.32,"{""Gifts"": 1}"
stats_1174,USR423EB,CUST_0182,2024-01-01,653.04,5,0.0,653.04,130.61,263.85,263.85,"{""Medical/Dental"": 3, ""Friend Activities"": 1, ""Groceries"": 1}"
stats_1175,USR423EB,CUST_0182,2024-02-01,24385.39,3,0.0,24385.39,8128.46,20934.52,20934.52,"{""Shopping"": 1, ""Housing and Utilities"": 1, ""Subscriptions"": 1}"
stats_1176,USR423EB,CUST_0182,2024-03-01,2719.13,2,0.0,2719.13,1359.56,1460.79,1460.79,"{""Fitness"": 1, ""Travel"": 1}"
stats_1177,USR423EB,CUST_0182,2024-04-01,145.88,4,0.0,145.88,36.47,45.3,45.3,"{""Gifts"": 1, ""Food"": 1, ""Transportation"": 1, ""Groceries"": 1}"
stats_1178,USR423EB,CUST_0182,2024-05-01,1350.24,3,0.0,1350.24,450.08,984.81,984.81,"{""Food"": 1, ""Friend Activities"": 1, ""Medical/Dental"": 1}"
stats_1179,USR423EB,CUST_0182,2024-07-01,463.62,3,0.0,463.62,154.54,444.98,444.98,"{""Groceries"": 1, ""Shopping"": 1, ""Food"": 1}"
stats_1180,USR423EB,CUST_0182,2024-08-01,34.43,1,0.0,34.43,34.43,34.43,34.43,"{""Friend Activities"": 1}"
stats_1181,USR423EB,CUST_0182,2024-09-01,786.46,4,0.0,786.46,196.62,631.44,631.44,"{""Subscriptions"": 2, ""Housing and Utilities"": 1, ""Personal Hygiene"": 1}"
stats_1182,USR423EB,CUST_0182,2024-10-01,967.89,3,0.0,967.89,322.63,610.02,610.02,"{""Transportation"": 2, ""Gifts"": 1}"
stats_1183,USR423EB,CUST_0182,2024-12-01,58.78,1,0.0,58.78,58.78,58.78,58.78,"{""Fitness"": 1}"
stats_1184,USR423EB,CUST_0182,2025-01-01,70.93,1,0.0,70.93,70.93,70.93,70.93,"{""Gifts"": 1}"
stats_1185,USR380Yw,CUST_0188,2023-01-01,177.0,1,0.0,177.0,177.0,177.0,177.0,"{""Hobbies"": 1}"
stats_1186,USR380Yw,CUST_0188,2023-02-01,17.28,1,0.0,17.28,17.28,17.28,17.28,"{""Subscriptions"": 1}"
stats_1187,USR380Yw,CUST_0188,2023-03-01,2605.32,2,0.0,2605.32,1302.66,2035.16,2035.16,"{""Housing and Utilities"": 1, ""Personal Hygiene"": 1}"
stats_1188,USR380Yw,CUST_0188,2023-04-01,2556.87,3,0.0,2556.87,852.29,1961.32,1961.32,"{""Travel"": 1, ""Gifts"": 1, ""Medical/Dental"": 1}"
stats_1189,USR380Yw,CUST_0188,2023-05-01,49.44,1,0.0,49.44,49.44,49.44,49.44,"{""Subscriptions"": 1}"
stats_1190,USR380Yw,CUST_0188,2023-06-01,123.62,4,0.0,123.62,30.9,66.03,66.03,"{""Housing and Utilities"": 1, ""Subscriptions"": 1, ""Food"": 1, ""Groceries"": 1}"
stats_1191,USR380Yw,CUST_0188,2023-07-01,788.25,4,0.0,788.25,197.06,703.2,703.2,"{""Food"": 1, ""Personal Hygiene"": 1, ""Groceries"": 1, ""Transportation"": 1}"
stats_1192,USR380Yw,CUST_0188,2023-08-01,632.44,5,0.0,632.44,126.49,299.67,299.67,"{""Friend Activities"": 2, ""Fitness"": 1, ""Hobbies"": 1, ""Personal Hygiene"": 1}"
stats_1193,USR380Yw,CUST_0188,2023-10-01,478.13,5,0.0,478.13,95.63,247.56,247.56,"{""Fitness"": 2, ""Personal Hygiene"": 1, ""Food"": 1, ""Subscriptions"": 1}"
stats_1194,USR380Yw,CUST_0188,2023-11-01,2609.19,2,0.0,2609.19,1304.6,2603.85,2603.85,"{""Groceries"": 1, ""Personal Hygiene"": 1}"
stats_1195,USR380Yw,CUST_0188,2023-12-01,23.9,1,0.0,23.9,23.9,23.9,23.9,"{""Fitness"": 1}"
stats_1196,USR380Yw,CUST_0188,2024-01-01,264.56,3,0.0,264.56,88.19,128.95,128.95,"{""Housing and Utilities"": 1, ""Transportation"": 1, ""Groceries"": 1}"
stats_1197,USR380Yw,CUST_0188,2024-03-01,1.35,1,0.0,1.35,1.35,1.35,1.35,"{""Groceries"": 1}"
stats_1198,USR380Yw,CUST_0188,2024-04-01,1650.28,4,0.0,1650.28,412.57,1459.71,1459.71,"{""Travel"": 1, ""Transportation"": 1, ""Housing and Utilities"": 1, ""Personal Hygiene"": 1}"
stats_1199,USR380Yw,CUST_0188,2024-05-01,81.01,1,0.0,81.01,81.01,81.01,81.01,"{""Housing and Utilities"": 1}"
stats_1200,USR380Yw,CUST_0188,2024-06-01,444.73,2,0.0,444.73,222.36,416.59,416.59,"{""Food"": 1, ""Gifts"": 1}"
stats_1201,USR380Yw,CUST_0188,2024-08-01,5.86,1,0.0,5.86,5.86,5.86,5.86,"{""Food"": 1}"
stats_1202,USR380Yw,CUST_0188,2024-09-01,85.23,1,0.0,85.23,85.23,85.23,85.23,"{""Hobbies"": 1}"
stats_1203,USR380Yw,CUST_0188,2024-10-01,214.81,3,0.0,214.81,71.6,122.13,122.13,"{""Friend Activities"": 2, ""Subscriptions"": 1}"
stats_1204,USR380Yw,CUST_0188,2024-11-01,580.06,3,0.0,580.06,193.35,371.33,371.33,"{""Personal Hygiene"": 1, ""Friend Activities"": 1, ""Hobbies"": 1}"
stats_1205,USR380Yw,CUST_0188,2024-12-01,1827.4,4,0.0,1827.4,456.85,1364.92,1364.92,"{""Transportation"": 2, ""Shopping"": 1, ""Fitness"": 1}"
stats_1206,USR653TK,CUST_0154,2023-01-01,3126.41,5,0.0,3126.41,625.28,2143.88,2143.88,"{""Personal Hygiene"": 1, ""Gifts"": 1, ""Medical/Dental"": 1, ""Friend Activities"": 1, ""Fitness"": 1}"
stats_1207,USR653TK,CUST_0154,2023-02-01,566.13,1,0.0,566.13,566.13,566.13,566.13,"{""Transportation"": 1}"
stats_1208,USR653TK,CUST_0154,2023-05-01,143.27,2,0.0,143.27,71.64,122.56,122.56,"{""Housing and Utilities"": 1, ""Fitness"": 1}"
stats_1209,USR653TK,CUST_0154,2023-06-01,42.4,2,0.0,42.4,21.2,22.37,22.37,"{""Hobbies"": 1, ""Travel"": 1}"
stats_1210,USR653TK,CUST_0154,2023-07-01,213310.7,2,0.0,213310.7,106655.35,213166.43,213166.43,"{""Shopping"": 1, ""Hobbies"": 1}"
stats_1211,USR653TK,CUST_0154,2023-08-01,1039.48,6,0.0,1039.48,173.25,515.39,515.39,"{""Hobbies"": 2, ""Travel"": 1, ""Fitness"": 1, ""Medical/Dental"": 1, ""Transportation"": 1}"
stats_1212,USR653TK,CUST_0154,2023-09-01,583.46,1,0.0,583.46,583.46,583.46,583.46,"{""Shopping"": 1}"
stats_1213,USR653TK,CUST_0154,2023-12-01,167.97,4,0.0,167.97,41.99,73.86,73.86,"{""Food"": 1, ""Groceries"": 1, ""Personal Hygiene"": 1, ""Hobbies"": 1}"
stats_1214,USR653TK,CUST_0154,2024-01-01,2357.42,2,0.0,2357.42,1178.71,2353.59,2353.59,"{""Transportation"": 1, ""Fitness"": 1}"
stats_1215,USR653TK,CUST_0154,2024-02-01,60.1,2,0.0,60.1,30.05,50.01,50.01,"{""Subscriptions"": 1, ""Hobbies"": 1}"
stats_1216,USR653TK,CUST_0154,2024-03-01,124.05,1,0.0,124.05,124.05,124.05,124.05,"{""Friend Activities"": 1}"
stats_1217,USR653TK,CUST_0154,2024-04-01,41.71,2,0.0,41.71,20.86,39.01,39.01,"{""Subscriptions"": 1, ""Personal Hygiene"": 1}"
stats_1218,USR653TK,CUST_0154,2024-05-01,144.0,2,0.0,144.0,72.0,139.04,139.04,"{""Groceries"": 1, ""Hobbies"": 1}"
stats_1219,USR653TK,CUST_0154,2024-07-01,161.52,1,0.0,161.52,161.52,161.52,161.52,"{""Gifts"": 1}"
stats_1220,USR653TK,CUST_0154,2024-08-01,802.13,3,0.0,802.13,267.38,556.08,556.08,"{""Subscriptions"": 1, ""Friend Activities"": 1, ""Hobbies"": 1}"
stats_1221,USR653TK,CUST_0154,2024-10-01,36.78,2,0.0,36.78,18.39,32.21,32.21,"{""Food"": 1, ""Friend Activities"": 1}"
stats_1222,USR653TK,CUST_0154,2024-11-01,169.25,3,0.0,169.25,56.42,147.35,147.35,"{""Food"": 2, ""Groceries"": 1}"
stats_1223,USR653TK,CUST_0154,2024-12-01,174.26,1,0.0,174.26,174.26,174.26,174.26,"{""Housing and Utilities"": 1}"
stats_1224,USR653TK,CUST_0154,2025-01-01,253.58,1,0.0,253.58,253.58,253.58,253.58,"{""Gifts"": 1}"
stats_1225,USR271Yo,CUST_0122,2023-01-01,1076.97,3,0.0,1076.97,358.99,763.33,763.33,"{""Hobbies"": 1, ""Transportation"": 1, ""Housing and Utilities"": 1}"
stats_1226,USR271Yo,CUST_0122,2023-02-01,49.18,3,0.0,49.18,16.39,28.54,28.54,"{""Transportation"": 1, ""Subscriptions"": 1, ""Friend Activities"": 1}"
stats_1227,USR271Yo,CUST_0122,2023-03-01,283.3,2,0.0,283.3,141.65,231.04,231.04,"{""Food"": 2}"
stats_1228,USR271Yo,CUST_0122,2023-07-01,660.87,3,0.0,660.87,220.29,496.22,496.22,"{""Hobbies"": 1, ""Travel"": 1, ""Medical/Dental"": 1}"
