user_id,iso_score,lof_score,anomaly_score,iso_flag,lof_flag,is_anomaly,severity,vel_1d,vel_7d,vel_30d,count_30d,accounts.COUNT(transactions),avg_amt_30d,accounts.MEAN(transactions.amount),accounts.MAX(transactions.amount),accounts.MEAN(monthly_stats.total_spend),accounts.MAX(monthly_stats.total_spend),accounts.SUM(monthly_stats.total_spend),accounts.balances_current,days_since_last,accounts.TIME_SINCE_LAST(transactions.date),merchant_diversity,new_merchant_count,task_segment,top_category,top_merchant,primary_spending_trend
USR996DQ,8.31,1.53,4.92,False,False,False,Normal,1.0,3.0,6.0,6.0,56,73.72833333333334,418.0873214285714,4637.35,0.0,0.0,0.0,2780.27,0.0,25660800.0,0.05,3.0,Healthy Active User,Housing and Utilities,Mobile App,Surging in Groceries
USR270YP,34.74,5.27,20.0,False,False,False,Normal,1.0,1.0,4.0,4.0,39,602.8175,12947.403076923076,297403.4,0.0,0.0,0.0,9733.0,0.0,25747200.0,0.08,3.0,Single-Tasker,Shopping,Mobile App,Surging in Food
USR605nX,2.43,0.94,1.68,False,False,False,Normal,1.0,2.0,4.0,4.0,48,137.9,276.48041666666666,3212.97,0.0,0.0,0.0,9978.65,0.0,25574400.0,0.06,3.0,Consistent Weekly,Housing and Utilities,Online,Surging in Shopping
USR793Ca,25.26,2.15,13.7,False,False,False,Normal,1.0,3.0,9.0,9.0,42,536.2122222222223,3480.886428571429,136263.44,0.0,0.0,0.0,7235.56,0.0,28944000.0,0.07,3.0,Healthy Active User,Shopping,In-store,Surging in Housing and Utilities
USR100df,12.58,8.54,10.56,False,False,False,Normal,2.0,2.0,4.0,4.0,49,200.2125,936.0314285714286,36361.65,0.0,0.0,0.0,1343.36,0.0,28166400.0,0.06,3.0,Consistent Weekly,Shopping,Mobile App,Surging in Medical/Dental
USR840Fs,3.8,0.67,2.23,False,False,False,Normal,1.0,3.0,3.0,3.0,47,257.8933333333334,285.62978723404257,2273.32,0.0,0.0,0.0,5456.52,0.0,25920000.0,0.06,3.0,Healthy Active User,Fitness,Online,Surging in Personal Hygiene
USR472to,4.09,5.66,4.88,False,False,False,Normal,1.0,1.0,3.0,3.0,48,198.63,321.99208333333337,4864.58,0.0,0.0,0.0,8489.06,0.0,33868800.0,0.06,3.0,Single-Tasker,Shopping,Mobile App,Surging in Housing and Utilities
USR847Vu,0.2,0.09,0.14,False,False,False,Normal,1.0,1.0,3.0,3.0,51,448.24,529.5498039215687,7930.89,0.0,0.0,0.0,3418.65,0.0,26352000.0,0.06,3.0,Single-Tasker,Shopping,Online,Surging in Friend Activities
USR932HS,8.64,0.11,4.38,False,False,False,Normal,1.0,1.0,4.0,4.0,54,511.17,4156.614444444444,190421.89,0.0,0.0,0.0,8491.0,0.0,25833600.0,0.06,3.0,Single-Tasker,Shopping,Online,Surging in Travel
USR646Eg,28.77,31.71,30.24,False,True,False,Normal,1.0,2.0,3.0,3.0,48,56534.40666666667,3837.666041666667,169207.4,0.0,0.0,0.0,3456.1,0.0,26697600.0,0.06,3.0,Consistent Weekly,Shopping,Online,Surging in Shopping
USR258SD,12.31,0.21,6.26,False,False,False,Normal,1.0,3.0,4.0,4.0,47,328.24,4105.759787234043,166311.73,0.0,0.0,0.0,7832.87,0.0,27475200.0,0.06,3.0,Healthy Active User,Shopping,In-store,Surging in Gifts
USR465Of,1.33,0.99,1.16,False,False,False,Normal,1.0,2.0,3.0,3.0,47,292.17,418.61659574468086,4467.84,0.0,0.0,0.0,9981.91,0.0,26438400.0,0.06,3.0,Consistent Weekly,Housing and Utilities,Mobile App,Surging in Hobbies
USR556jk,1.52,0.48,1.0,False,False,False,Normal,1.0,1.0,4.0,4.0,46,228.9925,392.3267391304348,6900.84,0.0,0.0,0.0,6905.19,0.0,25833600.0,0.07,3.0,Single-Tasker,Shopping,Mobile App,Surging in Medical/Dental
USR886vk,12.68,6.11,9.39,False,False,False,Normal,2.0,2.0,4.0,4.0,46,179.005,1307.8626086956522,41069.54,0.0,0.0,0.0,1609.48,0.0,25747200.0,0.07,3.0,Consistent Weekly,Shopping,In-store,Surging in Medical/Dental
USR372Mt,5.34,0.02,2.68,False,False,False,Normal,1.0,1.0,1.0,1.0,51,5.84,1645.7729411764706,67448.2,0.0,0.0,0.0,4960.56,0.0,26352000.0,0.06,3.0,Single-Tasker,Shopping,In-store,Surging in Personal Hygiene
USR834PN,15.33,14.81,15.07,False,False,False,Normal,2.0,2.0,3.0,3.0,42,150.66,328.6716666666667,5864.97,0.0,0.0,0.0,7700.56,0.0,36547200.0,0.07,3.0,Consistent Weekly,Shopping,Online,Surging in Fitness
USR129NG,5.81,0.4,3.11,False,False,False,Normal,1.0,1.0,3.0,3.0,51,72.11333333333333,4423.807058823529,128550.18,0.0,0.0,0.0,2962.7,0.0,25660800.0,0.06,3.0,Single-Tasker,Shopping,Online,Surging in Hobbies
USR401fn,1.36,0.38,0.87,False,False,False,Normal,1.0,1.0,3.0,3.0,57,151.1233333333333,496.71315789473687,5254.97,0.0,0.0,0.0,9993.36,0.0,26438400.0,0.05,3.0,Single-Tasker,Housing and Utilities,Mobile App,Surging in Medical/Dental
USR297tJ,2.94,0.18,1.56,False,False,False,Normal,1.0,1.0,1.0,1.0,46,10.43,163.14739130434785,1352.38,0.0,0.0,0.0,5411.42,0.0,27388800.0,0.07,3.0,Single-Tasker,Travel,Mobile App,Surging in Groceries
USR993dr,12.59,10.05,11.32,False,False,False,Normal,2.0,2.0,6.0,6.0,49,137.62166666666667,199.1004081632653,2007.67,0.0,0.0,0.0,5778.62,0.0,27734400.0,0.06,3.0,Consistent Weekly,Fitness,Mobile App,Surging in Friend Activities
USR249de,0.18,0.12,0.15,False,False,False,Normal,1.0,1.0,2.0,2.0,47,48.085,408.1006382978723,4341.52,0.0,0.0,0.0,8508.63,0.0,26352000.0,0.06,3.0,Single-Tasker,Housing and Utilities,In-store,Surging in Subscriptions
USR862eI,3.78,1.23,2.5,False,False,False,Normal,1.0,1.0,4.0,4.0,57,261.915,1061.3952631578948,38659.88,0.0,0.0,0.0,8441.66,0.0,25574400.0,0.05,3.0,Single-Tasker,Shopping,Online,Surging in Medical/Dental
USR489ka,13.46,18.63,16.05,False,True,False,Normal,1.0,1.0,4.0,4.0,59,14858.745,1335.0576271186442,55633.78,0.0,0.0,0.0,1624.34,0.0,27475200.0,0.05,3.0,Single-Tasker,Shopping,Mobile App,Surging in Shopping
USR936rw,6.28,2.08,4.18,False,False,False,Normal,1.0,3.0,4.0,4.0,48,91.2725,1133.274375,42304.21,0.0,0.0,0.0,8845.47,0.0,26006400.0,0.06,3.0,Healthy Active User,Shopping,Mobile App,Surging in Subscriptions
USR981Is,3.03,1.09,2.06,False,False,False,Normal,1.0,1.0,2.0,2.0,45,2371.325,1243.545777777778,37620.04,0.0,0.0,0.0,8571.52,0.0,26352000.0,0.07,3.0,Single-Tasker,Shopping,Online,Surging in Shopping
USR169XO,0.6,0.17,0.39,False,False,False,Normal,1.0,1.0,2.0,2.0,47,149.985,215.19936170212765,2748.21,0.0,0.0,0.0,2743.63,0.0,26092800.0,0.06,3.0,Single-Tasker,Shopping,Mobile App,Surging in Shopping
USR885xH,1.35,0.17,0.76,False,False,False,Normal,1.0,1.0,2.0,2.0,59,648.69,308.2345762711864,5636.56,0.0,0.0,0.0,3129.45,0.0,25574400.0,0.05,3.0,Single-Tasker,Shopping,Online,Surging in Gifts
USR104NK,7.02,0.59,3.81,False,False,False,Normal,1.0,2.0,4.0,4.0,54,353.8275,3066.394629629629,147600.24,0.0,0.0,0.0,3914.44,0.0,26697600.0,0.06,3.0,Consistent Weekly,Shopping,In-store,Surging in Transportation
USR828eU,12.93,0.43,6.68,False,False,False,Normal,1.0,3.0,5.0,5.0,52,632.9639999999999,3439.0225,166341.93,0.0,0.0,0.0,9956.68,0.0,26092800.0,0.06,3.0,Healthy Active User,Shopping,Online,Surging in Subscriptions
USR689HM,9.86,0.1,4.98,False,False,False,Normal,1.0,1.0,3.0,3.0,52,1233.2066666666667,4530.632884615385,218911.5,0.0,0.0,0.0,1466.08,0.0,26611200.0,0.06,3.0,Single-Tasker,Shopping,Online,Surging in Gifts
USR654ba,31.94,8.94,20.44,False,False,False,Normal,3.0,3.0,5.0,5.0,52,329.526,5359.283461538462,204772.28,0.0,0.0,0.0,3200.28,0.0,26352000.0,0.06,3.0,Healthy Active User,Shopping,Mobile App,Surging in Food
USR725fj,8.36,0.16,4.26,False,False,False,Normal,1.0,1.0,4.0,4.0,70,303.4425,1481.5665714285717,62099.21,0.0,0.0,0.0,6394.1,0.0,26092800.0,0.04,3.0,Single-Tasker,Shopping,Mobile App,Surging in Medical/Dental
USR703am,3.36,0.69,2.02,False,False,False,Normal,1.0,2.0,5.0,5.0,46,467.166,280.28456521739133,1083.85,0.0,0.0,0.0,8073.91,0.0,26697600.0,0.07,3.0,Consistent Weekly,Medical/Dental,In-store,Surging in Gifts
USR704Np,6.22,0.32,3.27,False,False,False,Normal,1.0,2.0,4.0,4.0,48,874.9175,2121.6616666666664,71736.42,0.0,0.0,0.0,805.08,0.0,26006400.0,0.06,3.0,Consistent Weekly,Shopping,Mobile App,Surging in Groceries
USR990wn,16.94,27.16,22.05,False,True,False,Normal,1.0,2.0,3.0,3.0,54,29043.49,1916.9657407407408,86982.19,0.0,0.0,0.0,4674.44,0.0,25660800.0,0.06,3.0,Consistent Weekly,Shopping,In-store,Surging in Transportation
USR557yC,0.86,0.75,0.8,False,False,False,Normal,1.0,2.0,3.0,3.0,51,388.82,242.1570588235294,1160.68,0.0,0.0,0.0,6598.85,0.0,26006400.0,0.06,3.0,Consistent Weekly,Fitness,Mobile App,Surging in Medical/Dental
USR165jr,0.13,0.19,0.16,False,False,False,Normal,1.0,1.0,2.0,2.0,50,432.535,253.5422,2948.45,0.0,0.0,0.0,3688.09,0.0,25920000.0,0.06,3.0,Single-Tasker,Shopping,Mobile App,Surging in Transportation
USR203qJ,3.44,0.39,1.91,False,False,False,Normal,1.0,1.0,3.0,3.0,63,55.64666666666667,949.2215873015872,44761.29,0.0,0.0,0.0,3792.35,0.0,26352000.0,0.05,3.0,Single-Tasker,Shopping,Mobile App,Surging in Subscriptions
USR677Eb,5.11,0.79,2.95,False,False,False,Normal,1.0,1.0,3.0,3.0,52,672.6033333333334,2620.7136538461536,104101.2,0.0,0.0,0.0,1103.32,0.0,27043200.0,0.06,3.0,Single-Tasker,Shopping,Online,Surging in Fitness
USR848ei,4.26,0.12,2.19,False,False,False,Normal,1.0,1.0,3.0,3.0,40,97.49333333333334,1630.9615,57019.46,0.0,0.0,0.0,9593.09,0.0,26265600.0,0.08,3.0,Single-Tasker,Shopping,In-store,Surging in Hobbies
USR718eU,0.97,1.02,0.99,False,False,False,Normal,1.0,2.0,2.0,2.0,47,42.24,360.9668085106383,5759.7,0.0,0.0,0.0,4254.8,0.0,25574400.0,0.06,3.0,Consistent Weekly,Housing and Utilities,Online,Surging in Subscriptions
USR162th,7.06,1.95,4.5,False,False,False,Normal,1.0,3.0,4.0,4.0,51,409.1125,1268.758431372549,48135.64,0.0,0.0,0.0,9391.43,0.0,27734400.0,0.06,3.0,Healthy Active User,Shopping,Mobile App,Surging in Fitness
USR279gH,0.49,0.21,0.35,False,False,False,Normal,1.0,1.0,2.0,2.0,47,41.515,310.73574468085104,4078.57,0.0,0.0,0.0,2110.52,0.0,26784000.0,0.06,3.0,Single-Tasker,Housing and Utilities,Mobile App,Surging in Hobbies
USR066Hw,14.51,0.29,7.4,False,False,False,Normal,1.0,2.0,2.0,2.0,60,21.365,4362.008,237032.68,0.0,0.0,0.0,7126.93,0.0,26438400.0,0.05,3.0,Consistent Weekly,Shopping,Mobile App,Surging in Groceries
USR139QE,2.24,1.92,2.08,False,False,False,Normal,1.0,2.0,2.0,2.0,54,314.39,785.0957407407409,17942.38,0.0,0.0,0.0,9753.51,0.0,25574400.0,0.06,3.0,Consistent Weekly,Shopping,Online,Surging in Fitness
USR317Xw,9.07,13.22,11.15,False,False,False,Normal,2.0,2.0,3.0,3.0,46,32.38666666666666,278.0878260869565,1821.45,0.0,0.0,0.0,9714.97,0.0,25660800.0,0.07,3.0,Consistent Weekly,Gifts,In-store,Surging in Subscriptions
USR866Vy,5.2,0.81,3.0,False,False,False,Normal,1.0,1.0,2.0,2.0,43,9.265,2731.0432558139537,89270.65,0.0,0.0,0.0,892.06,0.0,26611200.0,0.07,3.0,Single-Tasker,Shopping,In-store,Surging in Groceries
USR672oM,5.35,0.31,2.83,False,False,False,Normal,1.0,1.0,4.0,4.0,52,715.4449999999999,1964.4101923076923,86966.94,0.0,0.0,0.0,9184.34,0.0,27388800.0,0.06,3.0,Single-Tasker,Shopping,Mobile App,Surging in Fitness
USR437KX,6.94,0.69,3.81,False,False,False,Normal,1.0,1.0,3.0,3.0,66,173.79333333333332,2660.013484848485,84697.66,0.0,0.0,0.0,9373.08,0.0,26438400.0,0.05,3.0,Single-Tasker,Shopping,Mobile App,Surging in Fitness
USR415QQ,0.06,0.12,0.09,False,False,False,Normal,1.0,1.0,3.0,3.0,43,114.74666666666668,268.4981395348837,2161.63,0.0,0.0,0.0,7791.69,0.0,25747200.0,0.07,3.0,Single-Tasker,Personal Hygiene,Mobile App,Surging in Friend Activities
USR332Yp,4.24,0.22,2.23,False,False,False,Normal,1.0,2.0,2.0,2.0,48,31.81,1475.0024999999998,56078.04,0.0,0.0,0.0,2504.65,0.0,27561600.0,0.06,3.0,Consistent Weekly,Shopping,Online,Surging in Personal Hygiene
USR598Hk,4.56,0.25,2.41,False,False,False,Normal,1.0,1.0,2.0,2.0,50,1028.8300000000002,1941.2036,84850.45,0.0,0.0,0.0,9642.0,0.0,25574400.0,0.06,3.0,Single-Tasker,Shopping,Online,Surging in Housing and Utilities
USR726VM,4.12,0.07,2.1,False,False,False,Normal,1.0,1.0,2.0,2.0,49,135.26000000000002,1858.097142857143,51052.81,0.0,0.0,0.0,1148.22,0.0,27820800.0,0.06,3.0,Single-Tasker,Shopping,In-store,Surging in Medical/Dental
USR059hG,0.28,0.05,0.17,False,False,False,Normal,1.0,1.0,2.0,2.0,46,68.96,287.26347826086953,2995.22,0.0,0.0,0.0,7646.76,0.0,25833600.0,0.07,3.0,Single-Tasker,Shopping,Online,Surging in Food
USR843Yq,0.36,0.18,0.27,False,False,False,Normal,1.0,1.0,2.0,2.0,50,244.08,343.9458,5113.02,0.0,0.0,0.0,8460.73,0.0,27388800.0,0.06,3.0,Single-Tasker,Housing and Utilities,In-store,Surging in Shopping
USR473tw,8.97,0.28,4.63,False,False,False,Normal,1.0,1.0,2.0,2.0,35,241.45,2315.7874285714283,72604.92,0.0,0.0,0.0,1171.82,0.0,26697600.0,0.09,3.0,Single-Tasker,Shopping,In-store,Surging in Food
USR146jK,0.95,0.03,0.49,False,False,False,Normal,1.0,1.0,3.0,3.0,40,136.69333333333333,292.354,4164.41,0.0,0.0,0.0,4704.08,0.0,26870400.0,0.08,3.0,Single-Tasker,Shopping,Mobile App,Surging in Travel
USR785nU,0.08,0.29,0.18,False,False,False,Normal,1.0,1.0,3.0,3.0,47,736.3933333333334,311.9855319148936,2374.18,0.0,0.0,0.0,6658.35,0.0,27648000.0,0.06,3.0,Single-Tasker,Gifts,Online,Surging in Gifts
USR102Ib,23.73,2.74,13.24,False,False,False,Normal,1.0,2.0,3.0,3.0,49,53.883333333333326,10512.950612244897,278057.06,0.0,0.0,0.0,1427.52,0.0,26352000.0,0.06,3.0,Consistent Weekly,Shopping,Online,Surging in Hobbies
USR350bh,3.67,0.71,2.19,False,False,False,Normal,1.0,1.0,4.0,4.0,38,263.73,232.30578947368423,961.73,0.0,0.0,0.0,3389.31,0.0,27475200.0,0.08,3.0,Single-Tasker,Medical/Dental,In-store,Surging in Food
USR331Xb,2.69,0.12,1.4,False,False,False,Normal,1.0,1.0,3.0,3.0,42,571.2966666666666,1446.5692857142858,52325.26,0.0,0.0,0.0,9407.16,0.0,26784000.0,0.07,3.0,Single-Tasker,Shopping,In-store,Surging in Fitness
USR723TN,0.12,0.02,0.07,False,False,False,Normal,1.0,1.0,3.0,3.0,54,52.0,290.9468518518518,2025.52,0.0,0.0,0.0,6470.11,0.0,25660800.0,0.06,3.0,Single-Tasker,Travel,In-store,Surging in Gifts
USR395Ke,18.29,0.55,9.42,False,False,False,Normal,1.0,1.0,1.0,1.0,58,9.93,6330.366551724137,237483.15,0.0,0.0,0.0,4591.05,0.0,28080000.0,0.05,3.0,Single-Tasker,Shopping,Online,Surging in Food
USR421oQ,40.87,21.68,31.28,False,True,False,Normal,2.0,2.0,4.0,4.0,53,48544.125,8054.62358490566,194038.15,0.0,0.0,0.0,1770.58,0.0,26697600.0,0.06,3.0,Consistent Weekly,Shopping,Online,Surging in Shopping
USR698Vo,2.01,0.62,1.32,False,False,False,Normal,1.0,1.0,4.0,4.0,41,63.7775,312.3517073170732,6502.99,0.0,0.0,0.0,1979.69,0.0,27043200.0,0.07,3.0,Single-Tasker,Housing and Utilities,Online,Surging in Hobbies
USR951HI,4.98,1.03,3.0,False,False,False,Normal,1.0,2.0,6.0,6.0,56,327.1383333333333,429.98785714285714,4892.41,0.0,0.0,0.0,7681.15,0.0,25660800.0,0.05,3.0,Consistent Weekly,Shopping,Mobile App,Surging in Gifts
USR495Vi,21.15,1.14,11.15,False,False,False,Normal,1.0,1.0,1.0,1.0,52,95.47,5908.235576923077,291770.06,0.0,0.0,0.0,6720.12,0.0,27216000.0,0.06,3.0,Single-Tasker,Shopping,In-store,Surging in Food
USR466ol,5.26,0.15,2.7,False,False,False,Normal,1.0,1.0,3.0,3.0,44,693.13,1716.0125,57903.41,0.0,0.0,0.0,2258.55,0.0,30240000.0,0.07,3.0,Single-Tasker,Shopping,In-store,Surging in Fitness
USR298ko,7.93,1.56,4.74,False,False,False,Normal,1.0,2.0,4.0,4.0,43,69.9425,4590.107441860465,100894.24,0.0,0.0,0.0,6073.33,0.0,27820800.0,0.07,3.0,Consistent Weekly,Shopping,Mobile App,Surging in Subscriptions
USR914Gc,21.35,27.63,24.49,False,True,False,Normal,1.0,3.0,3.0,3.0,52,29544.18333333333,1939.1251923076925,88178.1,0.0,0.0,0.0,4062.81,0.0,28771200.0,0.06,3.0,Healthy Active User,Shopping,Online,Surging in Shopping
USR310Wm,17.74,0.61,9.18,False,False,False,Normal,1.0,2.0,3.0,3.0,55,377.93,5181.831636363636,271129.92,0.0,0.0,0.0,9217.51,0.0,27475200.0,0.05,3.0,Consistent Weekly,Shopping,Mobile App,Surging in Travel
USR199CW,5.12,1.01,3.07,False,False,False,Normal,1.0,2.0,6.0,6.0,54,398.66833333333335,739.5614814814815,16821.62,0.0,0.0,0.0,6009.97,0.0,26006400.0,0.06,3.0,Consistent Weekly,Shopping,In-store,Surging in Groceries
USR538ia,11.94,12.75,12.34,False,False,False,Normal,2.0,2.0,4.0,4.0,38,695.245,297.50131578947367,2395.57,0.0,0.0,0.0,9866.45,0.0,25574400.0,0.08,3.0,Consistent Weekly,Shopping,In-store,Surging in Shopping
USR272Ng,5.42,0.31,2.87,False,False,False,Normal,1.0,1.0,5.0,5.0,47,58.438,1546.9595744680848,49941.02,0.0,0.0,0.0,8696.91,0.0,28684800.0,0.06,3.0,Single-Tasker,Shopping,In-store,Surging in Hobbies
USR757AI,6.82,1.08,3.95,False,False,False,Normal,1.0,2.0,6.0,6.0,41,38.281666666666666,183.17365853658532,1764.2,0.0,0.0,0.0,1050.76,0.0,27388800.0,0.07,3.0,Consistent Weekly,Medical/Dental,Online,Surging in Shopping
USR895fU,24.22,1.83,13.03,False,False,False,Normal,1.0,2.0,2.0,2.0,44,91.73,8698.476590909091,317197.82,0.0,0.0,0.0,6848.48,0.0,25833600.0,0.07,3.0,Consistent Weekly,Shopping,Online,Surging in Subscriptions
USR009qR,2.65,0.18,1.41,False,False,False,Normal,1.0,1.0,1.0,1.0,54,19.72,414.8540740740741,6962.42,0.0,0.0,0.0,8095.09,0.0,25660800.0,0.06,3.0,Single-Tasker,Housing and Utilities,Online,Surging in Friend Activities
USR197Mx,7.1,0.6,3.85,False,False,False,Normal,1.0,2.0,2.0,2.0,53,248.565,3665.7449056603778,125798.6,0.0,0.0,0.0,6747.75,0.0,27043200.0,0.06,3.0,Consistent Weekly,Shopping,Online,Surging in Friend Activities
USR926hk,2.44,1.75,2.1,False,False,False,Normal,1.0,2.0,2.0,2.0,50,2380.965,488.014,6867.67,0.0,0.0,0.0,7687.82,0.0,26524800.0,0.06,3.0,Consistent Weekly,Shopping,In-store,Surging in Friend Activities
USR832EJ,6.01,1.15,3.58,False,False,False,Normal,1.0,2.0,4.0,4.0,53,449.1950000000001,2820.6866037735845,68982.29,0.0,0.0,0.0,8531.87,0.0,27820800.0,0.06,3.0,Consistent Weekly,Shopping,Mobile App,Surging in Subscriptions
USR803YO,6.37,0.97,3.67,False,False,False,Normal,1.0,2.0,4.0,4.0,53,430.505,2915.9464150943395,139125.95,0.0,0.0,0.0,4214.95,0.0,26006400.0,0.06,3.0,Consistent Weekly,Shopping,In-store,Surging in Travel
USR489hA,17.0,3.77,10.38,False,False,False,Normal,2.0,2.0,4.0,4.0,54,52.2025,3397.446481481481,171397.48,0.0,0.0,0.0,3133.67,0.0,25920000.0,0.06,3.0,Consistent Weekly,Shopping,Online,Surging in Subscriptions
USR587rm,2.39,1.0,1.69,False,False,False,Normal,1.0,2.0,3.0,3.0,37,301.34,322.0424324324324,2218.78,0.0,0.0,0.0,3603.04,0.0,25660800.0,0.08,3.0,Consistent Weekly,Fitness,Online,Surging in Gifts
USR103fp,28.15,2.23,15.19,False,False,False,Normal,1.0,3.0,9.0,9.0,53,228.95,6150.533396226416,171327.87,0.0,0.0,0.0,3238.99,0.0,26438400.0,0.06,3.0,Healthy Active User,Shopping,Mobile App,Surging in Gifts
USR710BJ,20.51,1.34,10.93,False,False,False,Normal,1.0,1.0,3.0,3.0,42,449.29,7181.775,295387.25,0.0,0.0,0.0,1464.19,0.0,27302400.0,0.07,3.0,Single-Tasker,Shopping,In-store,Surging in Travel
USR964lF,6.58,1.71,4.15,False,False,False,Normal,1.0,1.0,6.0,6.0,57,1319.7966666666666,466.3698245614036,7154.32,0.0,0.0,0.0,2503.87,0.0,27475200.0,0.05,3.0,Single-Tasker,Housing and Utilities,Online,Surging in Shopping
USR901Hl,8.82,0.07,4.44,False,False,False,Normal,1.0,1.0,3.0,3.0,48,128.33666666666667,4887.409166666666,214910.5,0.0,0.0,0.0,2502.25,0.0,25747200.0,0.06,3.0,Single-Tasker,Shopping,Online,Surging in Gifts
USR157Ok,6.51,0.28,3.39,False,False,False,Normal,1.0,1.0,1.0,1.0,56,8.16,1199.4517857142855,58087.43,0.0,0.0,0.0,380.72,0.0,25660800.0,0.05,3.0,Single-Tasker,Shopping,Online,Surging in Food
USR640RH,21.73,3.66,12.69,False,False,False,Normal,2.0,2.0,3.0,3.0,59,983.7366666666668,5347.913898305084,206258.18,0.0,0.0,0.0,9467.61,0.0,26697600.0,0.05,3.0,Consistent Weekly,Shopping,Mobile App,Surging in Housing and Utilities
USR953VW,5.41,1.08,3.24,False,False,False,Normal,1.0,1.0,2.0,2.0,45,247.445,3147.306888888889,94257.77,0.0,0.0,0.0,984.57,0.0,25833600.0,0.07,3.0,Single-Tasker,Shopping,In-store,Surging in Friend Activities
USR155Ld,14.97,6.28,10.62,False,False,False,Normal,1.0,2.0,4.0,4.0,43,11534.8725,5003.338837209302,160789.58,0.0,0.0,0.0,6003.62,0.0,25920000.0,0.07,3.0,Consistent Weekly,Shopping,Mobile App,Surging in Housing and Utilities
USR979Po,1.62,0.88,1.25,False,False,False,Normal,1.0,1.0,2.0,2.0,44,869.96,247.37727272727275,1474.42,0.0,0.0,0.0,1827.89,0.0,29203200.0,0.07,3.0,Single-Tasker,Fitness,Mobile App,Surging in Gifts
USR977PC,7.87,0.21,4.04,False,False,False,Normal,1.0,1.0,3.0,3.0,39,20.466666666666665,4105.607692307693,153334.39,0.0,0.0,0.0,6549.5,0.0,26352000.0,0.08,3.0,Single-Tasker,Shopping,In-store,Surging in Personal Hygiene
USR985cj,13.15,0.11,6.63,False,False,False,Normal,1.0,1.0,3.0,3.0,63,701.8466666666667,5432.480317460318,202656.54,0.0,0.0,0.0,8477.95,0.0,28339200.0,0.05,3.0,Single-Tasker,Shopping,In-store,Surging in Personal Hygiene
USR548Uw,7.94,0.01,3.97,False,False,False,Normal,1.0,1.0,2.0,2.0,53,592.735,3561.961320754717,175084.14,0.0,0.0,0.0,1546.46,0.0,27734400.0,0.06,3.0,Single-Tasker,Shopping,Mobile App,Surging in Travel
USR321bf,1.77,0.38,1.08,False,False,False,Normal,1.0,1.0,2.0,2.0,38,294.08,667.7278947368421,4923.62,0.0,0.0,0.0,3529.41,0.0,27561600.0,0.08,3.0,Single-Tasker,Housing and Utilities,Mobile App,Surging in Gifts
USR329IV,34.92,11.57,23.25,False,False,False,Normal,1.0,1.0,7.0,7.0,145,-41.87714285714286,-62.70041379310344,89.4,-480.0,0.0,-12000.0,110.0,0.0,2073600.0,0.03,5.0,Single-Tasker,Transportation,United Airlines,Surging in Transportation
USR470Uv,12.14,0.24,6.19,False,False,False,Normal,1.0,1.0,3.0,3.0,49,5.5200000000000005,10.091836734693878,25.0,-4.22,-4.22,-105.5,210.0,0.0,2160000.0,0.02,1.0,Single-Tasker,Finance,Unknown Merchant,Surging in Finance
USR557Nb,5.84,0.24,3.04,False,False,False,Normal,1.0,1.0,2.0,2.0,24,1000.0,1000.0,1000.0,0.0,0.0,0.0,1000.0,0.0,4406400.0,0.04,1.0,Single-Tasker,Finance,Unknown Merchant,Surging in Finance
USR888CC,18.62,5.59,12.11,False,False,False,Normal,1.0,5.0,7.0,7.0,144,665.2857142857143,692.8333333333334,2078.5,0.0,0.0,0.0,410.0,0.0,3024000.0,0.02,3.0,Healthy Active User,Finance,Unknown Merchant,Surging in Finance
USR101Ec,21.06,13.02,17.04,False,False,False,Normal,1.0,1.0,2.0,2.0,24,5850.0,5850.0,5850.0,0.0,0.0,0.0,43200.0,0.0,4406400.0,0.04,1.0,Single-Tasker,Finance,Unknown Merchant,Surging in Finance
USR277yT,12.19,12.82,12.5,False,False,False,Normal,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,320.76,,0.0,0.0,0.0,Low Activity/Trial,,,No Data
USR890mz,12.9,3.3,8.1,False,False,False,Normal,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,23631.9805,,0.0,0.0,0.0,Low Activity/Trial,,,No Data
USR346Lq,18.6,0.24,9.42,False,False,False,Normal,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,65262.0,,0.0,0.0,0.0,Low Activity/Trial,,,No Data
USR587Gv,16.88,0.24,8.56,False,False,False,Normal,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,56302.06,,0.0,0.0,0.0,Low Activity/Trial,,,No Data
USR542bK,9.1,0.24,4.67,False,False,False,Normal,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,6009.0,,0.0,0.0,0.0,Low Activity/Trial,,,No Data
USR037Lk,11.05,17.4,14.23,False,False,False,Normal,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,12060.0,,0.0,0.0,0.0,Low Activity/Trial,,,No Data
USR076aO,9.18,0.24,4.71,False,False,False,Normal,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5020.0,,0.0,0.0,0.0,Low Activity/Trial,,,No Data
