user_id,forecast_month,segment,n_months_history,spend_forecast,spend_lower,spend_upper,spend_method,spend_direction,spend_pct_change_vs_hist,spend_vs_last_month_pct,count_forecast,count_lower,count_upper,count_method,avg_amount_forecast,hist_avg_spend,hist_avg_count,last_month_spend,last_month_count,confidence,cat1_name,cat1_forecast,cat1_hist_avg,cat2_name,cat2_forecast,cat2_hist_avg,cat3_name,cat3_forecast,cat3_hist_avg
USR376hP,2025-02,Single-Tasker,25,1194.22,286.27,2105.29,prophet,increasing,75.7,9023.1,2,1,3,prophet,597.11,679.52,2.1,13.09,1,high,Fitness,1615.98,1721.83,Travel,1216.3,849.73,Gifts,835.05,639.68
USR380Yw,2025-01,Healthy Active User,21,487.78,0.0,1633.17,prophet,decreasing,-32.7,-73.3,3,1,4,prophet,162.59,724.61,2.5,1827.4,4,high,Personal Hygiene,459.32,467.51,Housing and Utilities,119.7,496.85,Gifts,931.5,1188.95
USR383GT,2025-02,Single-Tasker,23,546.1,0.0,2513.82,prophet,decreasing,-49.4,1853.1,2,1,4,prophet,273.05,1078.52,2.5,27.96,1,high,Housing and Utilities,88.62,1529.8,Travel,1080.41,941.71,Personal Hygiene,210.61,586.71
USR388wJ,2025-02,Consistent Weekly,24,47046.7,0.0,107989.66,prophet,increasing,203.0,3655.9,2,1,4,prophet,23523.35,15528.7,2.3,1252.62,2,high,Shopping,99831.43,58914.18,Housing and Utilities,781.84,1056.14,Travel,778.25,853.94
USR395Ke,2025-01,Single-Tasker,23,0.0,0.0,55647.63,prophet,decreasing,-100.0,-100.0,3,1,5,prophet,0.0,15963.53,2.5,9.93,1,high,Shopping,39820.93,69981.13,Personal Hygiene,1983.05,1299.51,Housing and Utilities,1997.57,847.92
USR398Px,2025-12,Healthy Active User,25,1100.17,410.25,1816.1,prophet,stable,-8.7,10912.7,54,19,86,prophet,20.37,1205.26,71.9,9.99,3,high,Shopping,49.67,323.15,Finance,236.51,278.87,Groceries,38.33,148.45
USR398kh,2025-11,Single-Tasker,25,534.4,410.38,657.27,prophet,decreasing,-10.4,497.8,5,4,7,prophet,106.88,596.34,5.8,89.4,1,high,Transportation,512.78,511.73,Groceries,89.4,89.4,Food and Dining,16.33,16.33
USR401fn,2025-02,Single-Tasker,21,1670.03,0.0,4216.08,prophet,increasing,23.9,6225.9,2,0,5,prophet,835.01,1348.22,2.7,26.4,1,high,Housing and Utilities,857.76,1757.1,Shopping,400.73,934.73,Personal Hygiene,1380.12,615.78
USR415QQ,2025-02,Single-Tasker,25,181.23,0.0,921.56,prophet,decreasing,-60.8,285.3,2,1,3,prophet,90.61,461.82,1.7,47.03,1,high,Personal Hygiene,664.9,1181.41,Travel,1021.48,901.29,Gifts,214.23,280.46
USR418ju,2025-02,Single-Tasker,22,2469.02,0.0,32237.88,prophet,decreasing,-59.6,-16.6,3,1,5,prophet,823.01,6114.18,2.6,2960.64,2,high,Shopping,20224.01,38530.52,Fitness,1497.17,1423.66,Housing and Utilities,366.84,873.17
USR421bB,2024-12,Single-Tasker,17,8.77,0.0,2279.57,prophet,decreasing,-99.2,-99.3,3,1,5,prophet,2.92,1042.87,2.7,1218.82,2,high,Housing and Utilities,4830.38,3776.27,Travel,581.73,525.02,Hobbies,279.38,242.42
USR421oQ,2025-01,Consistent Weekly,22,36617.52,0.0,99200.07,prophet,increasing,88.7,-81.1,2,1,4,prophet,18308.76,19404.32,2.4,194176.5,4,high,Shopping,143903.14,103388.54,Travel,591.73,584.35,Fitness,2163.36,2163.36
USR423EB,2025-02,Single-Tasker,22,1902.59,0.0,8414.86,prophet,stable,0.2,2582.3,2,1,4,prophet,951.29,1898.07,2.3,70.93,1,high,Shopping,7315.35,5692.91,Housing and Utilities,1232.2,1870.36,Gifts,134.14,429.63
USR425DX,2025-02,Single-Tasker,22,1207.85,48.3,2380.69,prophet,increasing,27.1,59694.6,2,1,4,prophet,603.92,950.51,2.8,2.02,1,high,Housing and Utilities,1787.67,789.27,Personal Hygiene,485.28,583.67,Fitness,601.95,460.37
USR430vt,2025-01,Single-Tasker,20,1803.98,172.7,3321.1,prophet,increasing,86.4,-68.8,2,1,4,prophet,901.99,967.84,2.2,5773.76,1,high,Housing and Utilities,2959.77,2013.38,Gifts,158.05,368.99,Shopping,2546.86,2546.86
USR437KX,2025-02,Single-Tasker,24,18956.25,0.0,44621.88,prophet,increasing,159.1,6330.6,3,1,5,prophet,6318.75,7315.04,2.8,294.78,1,high,Shopping,62449.45,51123.01,Gifts,286.31,974.3,Housing and Utilities,1069.06,1060.38
USR451OQ,2025-01,Single-Tasker,22,34470.24,0.0,95259.0,prophet,increasing,155.2,117066.0,2,0,4,prophet,17235.12,13508.94,2.5,29.42,1,high,Shopping,111904.73,55658.73,Fitness,692.18,822.07,Housing and Utilities,3539.58,3539.58
USR451il,2025-10,Single-Tasker,24,5850.0,5850.0,5850.0,prophet,stable,0.0,0.0,1,1,1,prophet,5850.0,5850.0,1.0,5850.0,1,high,Finance,5850.0,5850.0,,,,,,
USR461nX,2025-02,Single-Tasker,23,0.0,0.0,36897.64,prophet,decreasing,-100.0,-100.0,3,2,4,prophet,0.0,10928.31,2.1,60.64,1,high,Shopping,2458.97,60767.19,Fitness,905.85,583.02,Travel,125.81,333.14
USR463UE,2025-11,Single-Tasker,2,200.0,160.0,240.0,wma,stable,0.0,0.0,1,1,1,wma,200.0,200.0,1.0,200.0,1,low,Shopping,200.0,200.0,,,,,,
USR465GL,2025-02,Consistent Weekly,25,840.39,0.0,3308.98,prophet,stable,-8.7,655.1,3,1,4,prophet,280.13,920.08,2.3,111.29,2,high,Housing and Utilities,2974.39,1592.02,Personal Hygiene,1936.11,1584.07,Fitness,683.28,473.8
USR465Of,2025-02,Consistent Weekly,25,1620.62,0.0,3401.36,prophet,increasing,105.9,111.2,2,1,4,prophet,810.31,787.0,1.9,767.26,1,high,Housing and Utilities,3032.5,1415.08,Shopping,1311.88,1910.92,Fitness,794.58,457.65
USR466ol,2024-12,Single-Tasker,18,14989.14,0.0,30044.7,prophet,increasing,257.3,620.8,3,2,5,prophet,4996.38,4194.7,2.4,2079.39,3,high,Shopping,30519.78,20968.03,Personal Hygiene,1128.33,493.92,Travel,579.84,477.99
USR470Uv,2025-11,Single-Tasker,25,25.25,19.4,30.99,prophet,decreasing,-10.5,498.3,2,2,2,prophet,12.62,28.22,2.0,4.22,1,high,Finance,16.72,28.22,,,,,,
USR471zI,2025-11,Single-Tasker,1,541.95,433.56,650.34,segment_median,increasing,12742.4,12742.4,1,1,1,wma,541.95,4.22,1.0,4.22,1,low,Finance,4.22,4.22,,,,,,
USR472to,2024-11,Single-Tasker,20,1050.95,0.0,2569.23,prophet,increasing,36.0,834.4,2,1,3,prophet,525.48,772.78,2.4,112.47,1,high,Shopping,2144.8,1720.06,Travel,367.52,325.41,Medical/Dental,286.19,335.06
USR473tw,2025-01,Single-Tasker,16,17688.1,0.0,38199.66,prophet,increasing,249.2,3562.9,3,2,4,prophet,5896.03,5065.79,2.2,482.9,2,high,Shopping,48506.53,36457.33,Personal Hygiene,565.27,809.78,Housing and Utilities,123.92,399.65
USR478AY,2025-02,Single-Tasker,22,18706.99,0.0,61096.22,prophet,increasing,108.7,285.3,2,1,4,prophet,9353.5,8965.65,2.4,4855.08,2,high,Shopping,60439.76,60492.68,Housing and Utilities,787.18,940.82,Fitness,777.61,652.1
USR479Ei,2025-02,Single-Tasker,21,16461.12,0.0,56554.99,prophet,increasing,59.5,7452.7,2,1,3,prophet,8230.56,10320.32,2.1,217.95,1,high,Shopping,89485.04,66763.06,Housing and Utilities,1774.78,1888.44,Travel,753.64,704.29
USR486wN,2025-11,Healthy Active User,2,1542.83,1234.27,1851.4,wma,decreasing,-25.3,208.6,3,2,3,wma,514.28,2064.25,3.5,500.0,1,low,Finance,2103.5,2103.5,Transportation,500.0,500.0,Shopping,525.0,525.0
USR489hA,2025-02,Consistent Weekly,22,14736.45,0.0,59377.93,prophet,increasing,76.7,12494.2,2,1,4,prophet,7368.23,8339.19,2.5,117.01,2,high,Shopping,171548.07,171548.07,Fitness,514.16,645.66,Medical/Dental,363.79,410.72
USR489ka,2025-01,Single-Tasker,23,10789.22,0.0,24067.96,prophet,increasing,215.0,198.9,4,2,5,prophet,2697.3,3424.71,2.6,3610.21,2,high,Shopping,28255.0,10313.19,Housing and Utilities,4116.47,4372.05,Transportation,117.11,286.14
USR491Th,2025-02,Single-Tasker,23,0.0,0.0,35894.21,prophet,decreasing,-100.0,-100.0,2,1,3,prophet,0.0,8911.87,1.7,127.36,1,high,Shopping,196369.28,196369.28,Fitness,473.91,540.25,Medical/Dental,373.95,368.49
USR493ow,2025-12,Low Activity/Trial,4,1754.76,0.0,3913.02,prophet,stable,-9.7,7982.7,19,0,40,prophet,92.36,1943.52,24.5,21.71,2,medium,Other,1595.83,1652.3,Finance,200.0,200.0,Transportation,116.91,101.3
USR494kt,2025-01,Single-Tasker,19,0.0,0.0,60247.0,prophet,decreasing,-100.0,-100.0,1,0,3,prophet,0.0,26229.78,2.1,50.39,2,high,Shopping,63067.38,96669.89,Housing and Utilities,1978.98,2387.62,Travel,164.46,441.94
USR495Vi,2025-01,Single-Tasker,22,42661.01,0.0,120058.27,prophet,increasing,205.5,44585.3,3,1,4,prophet,14220.34,13964.92,2.4,95.47,1,high,Shopping,146888.85,73869.81,Travel,383.59,662.77,Fitness,892.61,521.88
USR495mL,2025-12,Low Activity/Trial,4,2045.69,0.0,4378.75,prophet,stable,-4.0,8311.6,21,0,45,prophet,97.41,2130.07,24.5,24.32,2,medium,Other,1938.95,1969.87,Shopping,127.86,168.74,Food and Dining,23.26,21.22
USR496UB,2025-01,Consistent Weekly,22,2481.81,267.35,4826.98,prophet,increasing,86.7,-16.7,4,2,6,prophet,620.45,1329.02,2.8,2981.06,5,high,Housing and Utilities,1573.34,2314.39,Shopping,905.87,1029.53,Travel,999.18,999.98
USR500hm,2025-02,Consistent Weekly,22,18336.59,0.0,106768.85,prophet,increasing,17.8,16099.8,2,1,3,prophet,9168.3,15563.32,2.0,113.19,2,high,Shopping,221025.65,166060.03,Housing and Utilities,60.76,734.93,Fitness,216.24,271.91
USR507pL,2025-11,Single-Tasker,25,25.25,19.34,31.24,prophet,decreasing,-10.5,498.3,2,2,2,prophet,12.62,28.22,2.0,4.22,1,high,Finance,16.72,28.22,,,,,,
USR510PJ,2025-10,Single-Tasker,24,5850.0,5850.0,5850.0,prophet,stable,0.0,0.0,1,1,1,prophet,5850.0,5850.0,1.0,5850.0,1,high,Finance,5850.0,5850.0,,,,,,
USR511YG,2025-01,Consistent Weekly,21,9189.91,0.0,21344.4,prophet,increasing,225.7,6306.8,2,0,3,prophet,4594.95,2821.89,2.1,143.44,2,high,Shopping,23860.39,8552.55,Housing and Utilities,1198.73,1766.87,Travel,598.06,494.42
USR514Mj,2025-10,Single-Tasker,1,541.95,433.56,650.34,segment_median,decreasing,-45.8,-45.8,1,1,1,wma,541.95,1000.0,1.0,1000.0,1,low,Finance,1000.0,1000.0,,,,,,
USR525bL,2025-10,Single-Tasker,24,5850.0,5850.0,5850.0,prophet,stable,0.0,0.0,1,1,1,prophet,5850.0,5850.0,1.0,5850.0,1,high,Finance,5850.0,5850.0,,,,,,
USR526Ci,2025-12,Low Activity/Trial,4,1913.3,0.0,4203.09,prophet,stable,-1.0,8713.0,24,0,49,prophet,79.72,1932.82,24.5,21.71,2,medium,Other,1839.08,1847.09,Shopping,84.38,68.6,Entertainment,29.98,29.98
USR526MW,2025-12,Low Activity/Trial,4,1911.74,0.0,4288.95,prophet,stable,-1.1,8705.8,24,0,49,prophet,79.66,1933.62,24.5,21.71,2,medium,Other,1750.94,1752.12,Groceries,129.96,134.95,Shopping,94.62,80.5
USR530Nq,2025-11,Healthy Active User,25,3980.95,2328.98,5621.44,prophet,stable,-0.2,696.2,6,4,8,prophet,663.49,3990.72,5.8,500.0,1,high,Finance,2578.5,2690.61,Fitness,578.5,578.5,Food and Dining,500.0,521.74
USR534tr,2025-02,Consistent Weekly,20,0.0,0.0,8737.53,prophet,decreasing,-100.0,-100.0,2,0,3,prophet,0.0,2950.66,2.1,3665.98,2,high,Shopping,8337.34,16351.89,Personal Hygiene,1331.93,458.95,Fitness,89.88,536.12
USR538ia,2025-02,Consistent Weekly,20,1084.9,155.89,1948.18,prophet,increasing,91.9,-59.6,1,0,3,prophet,1084.9,565.25,1.9,2682.92,3,high,Shopping,2279.7,2221.77,Fitness,833.82,638.29,Medical/Dental,265.01,230.01
USR539EC,2025-02,Single-Tasker,23,0.0,0.0,61053.61,prophet,decreasing,-100.0,-100.0,2,0,3,prophet,0.0,19728.61,2.5,2094.25,1,high,Shopping,68920.31,109212.47,Housing and Utilities,2855.55,2365.24,Medical/Dental,745.15,687.04
USR542rd,2025-11,Single-Tasker,25,534.4,413.68,658.78,prophet,decreasing,-10.4,497.8,5,4,7,prophet,106.88,596.34,5.8,89.4,1,high,Transportation,512.78,511.73,Groceries,89.4,89.4,Food and Dining,16.33,16.33
USR546jz,2025-02,Consistent Weekly,25,754.59,0.0,2864.76,prophet,decreasing,-39.1,65.2,2,0,3,prophet,377.3,1238.5,2.5,456.83,2,high,Housing and Utilities,1258.61,2066.14,Shopping,1856.48,2493.39,Fitness,468.2,613.34
USR548Uw,2025-01,Single-Tasker,20,0.0,0.0,41199.28,prophet,decreasing,-100.0,-100.0,2,1,4,prophet,0.0,9439.2,2.6,1185.47,2,high,Shopping,117001.12,87867.81,Gifts,682.46,473.46,Fitness,324.09,471.58
USR552iz,2025-01,Single-Tasker,20,11926.11,0.0,36136.24,prophet,increasing,127.2,4291.5,2,1,4,prophet,5963.06,5249.73,2.3,271.57,1,high,Shopping,41754.73,28305.78,Housing and Utilities,1997.8,2230.56,Medical/Dental,502.93,503.87
USR554bC,2025-10,Single-Tasker,24,1000.0,1000.0,1000.0,prophet,stable,0.0,0.0,1,1,1,prophet,1000.0,1000.0,1.0,1000.0,1,high,Finance,1000.0,1000.0,,,,,,
USR556jk,2025-02,Single-Tasker,21,1931.23,15.5,3871.59,prophet,increasing,124.7,400.4,3,2,4,prophet,643.74,859.38,2.2,385.92,1,high,Shopping,4843.32,3814.56,Fitness,1062.24,1202.04,Friend Activities,224.37,190.27
USR557Nb,2025-10,Single-Tasker,24,1000.0,1000.0,1000.0,prophet,stable,0.0,0.0,1,1,1,prophet,1000.0,1000.0,1.0,1000.0,1,high,Finance,1000.0,1000.0,,,,,,
USR557yC,2025-02,Consistent Weekly,22,595.16,0.0,1300.22,prophet,stable,6.0,55.7,2,1,4,prophet,297.58,561.36,2.3,382.15,2,high,Fitness,309.49,603.43,Gifts,303.04,708.18,Medical/Dental,564.08,421.96
USR559Pi,2025-02,Single-Tasker,23,0.0,0.0,18777.15,prophet,decreasing,-100.0,-100.0,3,1,5,prophet,0.0,4496.46,2.6,64.44,1,high,Shopping,8023.53,18688.41,Personal Hygiene,1564.49,615.06,Gifts,102.4,218.37
USR562FO,2025-10,Single-Tasker,24,5850.0,5850.0,5850.0,prophet,stable,0.0,0.0,1,1,1,prophet,5850.0,5850.0,1.0,5850.0,1,high,Finance,5850.0,5850.0,,,,,,
USR572qw,2025-02,Single-Tasker,24,12942.55,0.0,76952.4,prophet,decreasing,-34.7,103027.9,3,1,5,prophet,4314.18,19818.71,2.4,12.55,1,high,Shopping,73818.17,77109.93,Housing and Utilities,84.9,1063.87,Personal Hygiene,554.15,630.1
USR574tK,2025-02,Single-Tasker,19,1043.66,0.0,3061.52,prophet,increasing,33.2,252.3,1,0,3,prophet,1043.66,783.75,2.2,296.2,1,high,Housing and Utilities,3541.73,1461.92,Travel,536.45,805.8,Friend Activities,245.0,316.71
USR579jO,2024-12,Consistent Weekly,19,0.0,0.0,50540.71,prophet,decreasing,-100.0,-100.0,2,1,4,prophet,0.0,17279.61,2.4,328.84,2,high,Shopping,52213.98,77854.02,Housing and Utilities,2224.64,2219.75,Travel,1051.38,625.86
USR581oW,2025-01,Single-Tasker,24,0.0,0.0,38926.86,prophet,decreasing,-100.0,-100.0,1,0,2,prophet,0.0,8286.85,1.8,157.56,1,high,Shopping,59346.22,63129.97,Fitness,1321.45,814.67,Medical/Dental,440.8,404.14
USR587rm,2025-02,Consistent Weekly,20,263.16,0.0,1171.94,prophet,decreasing,-55.8,-70.9,2,1,3,prophet,131.58,595.78,1.9,904.02,3,high,Fitness,261.67,707.64,Gifts,636.53,538.28,Housing and Utilities,89.04,367.14
USR592MJ,2025-12,Low Activity/Trial,4,1943.63,0.0,4161.13,prophet,stable,0.0,8852.7,25,2,53,prophet,77.75,1943.62,24.5,21.71,2,medium,Other,1764.77,1769.73,Groceries,147.29,152.28,Shopping,108.75,108.75
USR592gD,2025-02,Single-Tasker,21,1080.65,0.0,3297.93,prophet,increasing,22.7,636.2,2,1,4,prophet,540.33,880.82,2.4,146.79,1,high,Housing and Utilities,4484.66,3404.28,Shopping,1099.72,1741.39,Medical/Dental,382.0,294.73
USR594QR,2025-11,Single-Tasker,25,25.25,19.91,30.46,prophet,decreasing,-10.5,498.3,2,2,2,prophet,12.62,28.22,2.0,4.22,1,high,Finance,16.72,28.22,,,,,,
USR596jh,2025-01,Healthy Active User,22,0.0,0.0,3568.84,prophet,decreasing,-100.0,-100.0,2,1,4,prophet,0.0,1009.22,2.0,2650.23,4,high,Shopping,244.18,3770.77,Gifts,957.85,581.55,Fitness,472.91,299.45
USR598GE,2025-01,Single-Tasker,20,3949.43,0.0,46917.5,prophet,decreasing,-68.5,10635.1,2,0,4,prophet,1974.71,12531.51,2.4,36.79,1,high,Shopping,18453.19,46551.6,Housing and Utilities,4483.2,3936.75,Fitness,344.19,416.63
USR598Hk,2025-02,Single-Tasker,22,0.0,0.0,17355.35,prophet,decreasing,-100.0,-100.0,2,1,4,prophet,0.0,4411.83,2.3,2057.66,2,high,Shopping,14276.8,28396.96,Housing and Utilities,1686.2,1391.91,Fitness,526.39,598.47
USR601Ie,2025-02,Single-Tasker,21,30921.94,0.0,60333.26,prophet,increasing,171.5,9102.7,2,1,3,prophet,15460.97,11389.13,2.0,336.01,1,high,Shopping,66208.53,44620.44,Housing and Utilities,1209.84,2303.68,Medical/Dental,465.17,470.35
USR605Px,2025-02,Consistent Weekly,22,0.0,0.0,31171.85,prophet,decreasing,-100.0,-100.0,1,0,3,prophet,0.0,7808.44,2.1,4.51,1,high,Shopping,166202.6,166202.6,Medical/Dental,408.54,480.27,Friend Activities,380.83,253.21
USR605nX,2025-02,Consistent Weekly,22,1147.74,104.37,2204.92,prophet,increasing,90.3,108.1,2,1,4,prophet,573.87,603.23,2.2,551.6,4,high,Housing and Utilities,1171.78,726.74,Personal Hygiene,1037.27,1158.39,Gifts,921.95,571.47
USR614yH,2025-12,Low Activity/Trial,4,8941.96,0.0,19643.14,prophet,stable,-6.0,8107.4,19,0,41,prophet,470.63,9514.06,24.5,108.95,2,medium,Other,8841.48,8990.2,Shopping,554.13,491.48,Food and Dining,122.86,101.1
USR619km,2025-01,Healthy Active User,21,10233.09,0.0,23970.34,prophet,increasing,128.1,315.1,2,1,4,prophet,5116.55,4486.5,2.4,2465.0,3,high,Shopping,16315.14,14113.88,Gifts,719.97,782.67,Travel,274.45,238.25
USR621BM,2025-01,Single-Tasker,21,0.0,0.0,13750.4,prophet,decreasing,-100.0,-100.0,2,1,4,prophet,0.0,3616.04,2.1,1654.7,3,high,Shopping,11027.27,21830.72,Personal Hygiene,1495.34,832.85,Fitness,308.32,422.52
USR626gZ,2025-02,Single-Tasker,22,0.0,0.0,22868.08,prophet,decreasing,-100.0,-100.0,2,1,3,prophet,0.0,4885.13,2.4,21.72,1,high,Shopping,30341.95,45423.59,Housing and Utilities,1150.4,1318.28,Gifts,281.34,455.21
USR628FF,2025-11,Single-Tasker,25,25.25,19.84,30.95,prophet,decreasing,-10.5,498.3,2,2,2,prophet,12.62,28.22,2.0,4.22,1,high,Finance,16.72,28.22,,,,,,
USR628KZ,2025-01,Consistent Weekly,20,272.26,0.0,1591.08,prophet,decreasing,-62.2,-40.1,2,1,4,prophet,136.13,720.93,2.3,454.39,3,high,Housing and Utilities,204.88,1050.63,Shopping,605.55,981.91,Travel,413.37,456.46
USR628kq,2025-02,Consistent Weekly,24,17091.04,0.0,70726.46,prophet,increasing,51.8,1105.2,2,1,4,prophet,8545.52,11260.18,2.4,1418.07,2,high,Shopping,8823.03,51158.17,Fitness,990.52,784.38,Travel,829.84,540.7
USR632NW,2025-02,Single-Tasker,23,1373.06,0.0,26015.09,prophet,decreasing,-68.2,1347.5,2,1,4,prophet,686.53,4320.69,2.3,94.86,1,high,Shopping,58879.46,44175.75,Personal Hygiene,438.87,430.39,Travel,614.02,459.6
USR640RH,2025-01,Consistent Weekly,22,16036.0,0.0,76484.21,prophet,increasing,11.8,443.4,3,1,5,prophet,5345.33,14342.13,2.7,2951.21,3,high,Shopping,32354.87,60948.07,Fitness,504.24,832.09,Travel,1138.35,989.45
USR646Eg,2025-01,Consistent Weekly,21,30580.94,0.0,74885.76,prophet,increasing,248.6,-82.0,3,2,4,prophet,10193.65,8771.81,2.3,169603.22,3,high,Shopping,84944.81,34354.3,Housing and Utilities,6161.29,6161.29,Medical/Dental,771.73,504.51
USR651Yc,2025-02,Single-Tasker,21,518.68,0.0,1535.62,prophet,decreasing,-40.5,80.7,2,1,4,prophet,259.34,871.04,2.6,287.07,1,high,Fitness,353.15,704.5,Shopping,1474.99,1429.15,Gifts,603.46,629.69
USR653TK,2025-02,Single-Tasker,19,0.0,0.0,52028.1,prophet,decreasing,-100.0,-100.0,2,0,3,prophet,0.0,11752.87,2.3,253.58,1,high,Shopping,71444.45,106874.94,Fitness,1187.13,680.31,Gifts,537.94,852.99
USR654ba,2025-02,Healthy Active User,23,29329.46,0.0,80982.11,prophet,increasing,142.1,2679.0,3,2,4,prophet,9776.49,12116.64,2.3,1055.4,3,high,Shopping,63340.1,44169.06,Personal Hygiene,1889.75,1264.74,Medical/Dental,393.37,494.19
USR661QD,2025-10,Single-Tasker,1,541.95,433.56,650.34,segment_median,decreasing,-45.8,-45.8,1,1,1,wma,541.95,1000.0,1.0,1000.0,1,low,Finance,1000.0,1000.0,,,,,,
USR661vO,2025-02,Single-Tasker,22,0.0,0.0,9387.62,prophet,decreasing,-100.0,-100.0,2,0,3,prophet,0.0,3997.65,2.6,10.97,1,high,Shopping,545.99,15541.6,Fitness,882.91,770.24,Gifts,626.04,519.21
USR663xt,2025-01,Consistent Weekly,21,1009.7,0.0,2783.27,prophet,increasing,13.0,111.9,3,1,4,prophet,336.57,893.17,2.5,476.58,4,high,Housing and Utilities,1113.46,1628.8,Fitness,1130.73,645.56,Gifts,205.22,424.7
USR667ih,2025-12,Low Activity/Trial,4,19117.45,0.0,41114.68,prophet,stable,-1.1,8705.8,24,0,50,prophet,796.56,19336.2,24.5,217.1,2,medium,Other,29341.85,23554.27,Shopping,2107.13,2173.8,Food and Dining,429.15,405.8
USR671AL,2025-10,Single-Tasker,24,1000.0,1000.0,1000.0,prophet,stable,0.0,0.0,1,1,1,prophet,1000.0,1000.0,1.0,1000.0,1,high,Finance,1000.0,1000.0,,,,,,
USR672oM,2025-01,Single-Tasker,22,0.0,0.0,18007.22,prophet,decreasing,-100.0,-100.0,2,0,3,prophet,0.0,4643.15,2.4,1124.56,1,high,Shopping,14625.66,22598.16,Fitness,1250.63,1088.83,Transportation,997.33,777.02
USR673Ud,2025-11,Single-Tasker,25,25.25,19.27,31.03,prophet,decreasing,-10.5,498.3,2,2,2,prophet,12.62,28.22,2.0,4.22,1,high,Finance,16.72,28.22,,,,,,
USR673YB,2025-11,Single-Tasker,2,200.0,160.0,240.0,wma,stable,0.0,0.0,1,1,1,wma,200.0,200.0,1.0,200.0,1,low,Finance,200.0,200.0,,,,,,
USR674rM,2025-01,Consistent Weekly,23,0.0,0.0,7167.37,prophet,decreasing,-100.0,-100.0,2,0,4,prophet,0.0,2743.84,2.4,385.25,3,high,Shopping,186.54,7820.95,Housing and Utilities,985.86,1768.12,Travel,779.48,606.01
USR677Eb,2025-01,Single-Tasker,23,8113.26,0.0,35714.63,prophet,increasing,36.9,302.1,2,1,3,prophet,4056.63,5925.09,2.3,2017.81,3,high,Shopping,146.66,18242.88,Medical/Dental,741.77,575.24,Fitness,729.38,380.01
USR678LY,2025-10,Single-Tasker,24,5850.0,5850.0,5850.0,prophet,stable,0.0,0.0,1,1,1,prophet,5850.0,5850.0,1.0,5850.0,1,high,Finance,5850.0,5850.0,,,,,,
USR689HM,2025-02,Single-Tasker,22,13819.34,0.0,70139.22,prophet,increasing,29.0,301.3,2,1,4,prophet,6909.67,10708.77,2.4,3443.87,1,high,Shopping,38237.78,74149.05,Personal Hygiene,1372.76,1305.96,Housing and Utilities,456.49,619.75
USR689zf,2025-01,Consistent Weekly,21,2731.43,0.0,47478.32,prophet,decreasing,-70.8,96.2,3,1,4,prophet,910.48,9343.73,2.8,1392.06,3,high,Shopping,1128.42,35386.05,Personal Hygiene,1282.36,1253.47,Housing and Utilities,1338.14,1910.97
USR691El,2025-02,Consistent Weekly,22,0.0,0.0,45791.67,prophet,decreasing,-100.0,-100.0,2,1,3,prophet,0.0,11541.36,1.8,86.59,2,high,Shopping,246679.84,246679.84,Fitness,506.68,305.52,Travel,458.91,670.43
USR691Fc,2025-01,Single-Tasker,22,0.0,0.0,3473.42,prophet,decreasing,-100.0,-100.0,3,1,5,prophet,0.0,1131.84,2.5,107.2,1,high,Shopping,3786.33,5820.64,Personal Hygiene,28.09,590.4,Medical/Dental,301.0,266.33
USR698Qr,2025-12,Low Activity/Trial,4,1825.56,0.0,3985.54,prophet,stable,-4.0,8308.8,21,0,44,prophet,86.93,1900.91,24.5,21.71,2,medium,Other,1705.38,1728.29,Transportation,114.96,99.97,Shopping,98.96,98.96
USR698Vo,2025-01,Single-Tasker,20,424.71,0.0,2404.4,prophet,decreasing,-33.7,66.5,2,1,4,prophet,212.35,640.32,2.0,255.11,4,high,Housing and Utilities,2265.43,3324.82,Shopping,691.94,452.25,Medical/Dental,233.85,371.08
USR703am,2025-01,Consistent Weekly,21,986.78,379.37,1600.51,prophet,increasing,60.7,-57.8,3,1,4,prophet,328.93,613.96,2.2,2335.83,5,high,Medical/Dental,499.59,488.4,Fitness,663.08,521.73,Travel,498.84,480.08
USR704Np,2025-02,Consistent Weekly,23,1930.43,0.0,21374.68,prophet,decreasing,-56.4,250.8,2,1,3,prophet,965.22,4427.82,2.1,550.33,2,high,Shopping,1934.27,13244.7,Fitness,381.4,467.89,Medical/Dental,444.12,409.82
USR708ic,2025-02,Single-Tasker,22,698.78,0.0,2680.5,prophet,decreasing,-41.7,-83.0,2,0,4,prophet,349.39,1199.14,2.8,4118.3,2,high,Shopping,2107.06,1492.28,Personal Hygiene,1338.47,1138.99,Housing and Utilities,661.19,1246.38
USR710BJ,2025-01,Single-Tasker,20,0.0,0.0,53568.03,prophet,decreasing,-100.0,-100.0,2,0,3,prophet,0.0,15081.73,2.1,1232.23,2,high,Shopping,49494.05,98705.98,Medical/Dental,503.61,360.48,Travel,820.19,626.66
USR718AA,2025-10,Single-Tasker,24,5850.0,5850.0,5850.0,prophet,stable,0.0,0.0,1,1,1,prophet,5850.0,5850.0,1.0,5850.0,1,high,Finance,5850.0,5850.0,,,,,,
USR718eU,2025-02,Consistent Weekly,22,348.32,0.0,1835.71,prophet,decreasing,-54.8,312.3,3,1,4,prophet,116.11,771.16,2.1,84.48,2,high,Housing and Utilities,54.95,782.1,Shopping,872.7,1185.38,Fitness,762.58,570.77
USR721Sq,2025-10,Single-Tasker,24,1000.0,1000.0,1000.0,prophet,stable,0.0,0.0,1,1,1,prophet,1000.0,1000.0,1.0,1000.0,1,high,Finance,1000.0,1000.0,,,,,,
